"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl","earlyAccessExitDate"
"GrandChase","1627358400000","false","1091577","0","28340405.58580373","36.67678359280943","60","Indie","KOG","KOG","985810","https://store.steampowered.com/app/985810",""
"Just Cause 2","1269316800000","false","4473581","14.99","28243477","14.182442517736309","91","AA","Square Enix","Avalanche Studios","8190","https://store.steampowered.com/app/8190",""
"Outer Wilds","1592452800000","false","1825901","24.99","28176649","13.007066985965746","96","AA","Annapurna Interactive","Mobius Digital","753640","https://store.steampowered.com/app/753640",""
"Divinity: Original Sin - Enhanced Edition","1445918400000","false","2065936","39.99","28174677","32.45336012962146","90","AAA","Larian Studios","Larian Studios","373420","https://store.steampowered.com/app/373420",""
"OUTRIDERS","1617249600000","false","1235737","19.99","27850283","46.24985780111074","66","AA","Square Enix","People Can Fly","680420","https://store.steampowered.com/app/680420",""
"BONEWORKS","1575954000000","false","1055633","29.99","27830175","13.173990448797742","92","Indie","Stress Level Zero","Stress Level Zero","823500","https://store.steampowered.com/app/823500",""
"Alien: Isolation","1412568000000","false","1818134","39.99","27826617","11.976986597046752","93","AA","SEGA,Feral Interactive (Mac),Feral Interactive (Linux)","Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)","214490","https://store.steampowered.com/app/214490",""
"Temtem","1579582800000","false","860913","44.99","27670923","45.18095148856298","82","AA","Humble Games","Crema","745920","https://store.steampowered.com/app/745920","1662436800000"
"Hitman: Absolution™","1353301200000","false","3850611","19.99","27634740","14.090005141608886","92","Indie","Io-Interactive A/S","Io-Interactive A/S","203140","https://store.steampowered.com/app/203140",""
"Sniper Elite 3","1403841600000","false","2161308","29.99","27556724","10.957298424803838","82","AA","Rebellion","Rebellion","238090","https://store.steampowered.com/app/238090",""
"Nioh 2 – The Complete Edition","1612501200000","false","934076","49.99","27552264","65.62241368160618","89","AA","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","1325200","https://store.steampowered.com/app/1325200",""
"BioShock™ Remastered","1473912000000","false","3827883","19.99","27480766","7.069952039853804","81","AAA","2K,Feral Interactive (Mac)","2K Boston,2K Australia,Blind Squirrel,Feral Interactive (Mac)","409710","https://store.steampowered.com/app/409710",""
"F1® 23","1686801600000","false","621232","69.99","27337415","38.95753101951812","86","AAA","Electronic Arts","Codemasters","2108330","https://store.steampowered.com/app/2108330",""
"Far Cry® Primal","1456722000000","false","1413885","29.99","27331954","19.854502837163054","85","AAA","Ubisoft","Ubisoft","371660","https://store.steampowered.com/app/371660",""
"PowerWash Simulator","1621396800000","false","1400910","24.99","27158163","27.26217221888996","97","AA","Square Enix","FuturLab","1290000","https://store.steampowered.com/app/1290000","1657771200000"
"Resident Evil 6","1363838400000","false","2425049","19.99","27127298","18.623015730831217","79","AA","Capcom","Capcom","221040","https://store.steampowered.com/app/221040",""
"Supermarket Simulator","1708405200000","true","2590313","12.99","26855038","18.742240879997464","94","Indie","Nokta Games","Nokta Games","2670630","https://store.steampowered.com/app/2670630",""
"Sid Meier's Civilization®: Beyond Earth™","1414036800000","false","1036893","39.99","26642743","40.89350478061604","60","AAA","2K,Aspyr (Mac),Aspyr (Linux)","Firaxis Games,Aspyr (Mac),Aspyr (Linux)","65980","https://store.steampowered.com/app/65980",""
"The Walking Dead","1335240000000","false","2618936","14.99","26565818","11.202417143932873","97","AA","Skybound Games","Telltale Games","207610","https://store.steampowered.com/app/207610",""
